source_id,datetime,property_name,temperature
MICDEV001,2019-04-13T17:51:16.000+0000,cooling_temperature,15.0
MICDEV001,2019-04-13T17:51:16.000+0000,heating_temperature,33.3
interpolation,2019-04-13T18:51:16.000+0000,cooling_temperature,15.35613682092555
interpolation,2019-04-13T18:51:16.000+0000,heating_temperature,33.99961132704054
MICDEV001,2019-04-13T18:51:18.000+0000,heating_temperature,34.0
interpolation,2019-04-13T19:51:16.000+0000,cooling_temperature,15.712273641851107
interpolation,2019-04-13T19:51:16.000+0000,heating_temperature,33.800222098833984
MICDEV001,2019-04-13T19:51:20.000+0000,heating_temperature,33.8
interpolation,2019-04-13T20:51:16.000+0000,cooling_temperature,16.06841046277666
interpolation,2019-04-13T20:51:16.000+0000,heating_temperature,34.19944459872258
MICDEV001,2019-04-13T20:51:21.000+0000,heating_temperature,34.2
interpolation,2019-04-13T21:51:16.000+0000,cooling_temperature,16.424547283702214
interpolation,2019-04-13T21:51:16.000+0000,heating_temperature,34.4994169905608
MICDEV001,2019-04-13T21:51:23.000+0000,heating_temperature,34.5
interpolation,2019-04-13T22:51:16.000+0000,cooling_temperature,16.780684104627767
interpolation,2019-04-13T22:51:16.000+0000,heating_temperature,34.69950027762355
MICDEV001,2019-04-13T22:51:25.000+0000,heating_temperature,34.7
interpolation,2019-04-13T23:51:16.000+0000,cooling_temperature,17.136820925553316
interpolation,2019-04-13T23:51:16.000+0000,heating_temperature,34.799722299361285
MICDEV001,2019-04-13T23:51:26.000+0000,heating_temperature,34.8
interpolation,2019-04-14T00:51:16.000+0000,cooling_temperature,17.492957746478872
interpolation,2019-04-14T00:51:16.000+0000,heating_temperature,34.89966685174903
MICDEV001,2019-04-14T00:51:28.000+0000,heating_temperature,34.9
interpolation,2019-04-14T01:51:16.000+0000,cooling_temperature,17.849094567404425
interpolation,2019-04-14T01:51:16.000+0000,heating_temperature,34.99961132704053
MICDEV001,2019-04-14T01:51:30.000+0000,heating_temperature,35.0
interpolation,2019-04-14T02:51:16.000+0000,cooling_temperature,18.205231388329977
interpolation,2019-04-14T02:51:16.000+0000,heating_temperature,35.01991337183474
interpolation,2019-04-14T03:51:16.000+0000,cooling_temperature,18.56136820925553
interpolation,2019-04-14T03:51:16.000+0000,heating_temperature,35.03990448689471
interpolation,2019-04-14T04:51:16.000+0000,cooling_temperature,18.917505030181086
interpolation,2019-04-14T04:51:16.000+0000,heating_temperature,35.059895601954686
interpolation,2019-04-14T05:51:16.000+0000,cooling_temperature,19.27364185110664
interpolation,2019-04-14T05:51:16.000+0000,heating_temperature,35.07988671701466
interpolation,2019-04-14T06:51:16.000+0000,cooling_temperature,19.629778672032195
interpolation,2019-04-14T06:51:16.000+0000,heating_temperature,35.09987783207463
MICDEV001,2019-04-14T06:51:38.000+0000,heating_temperature,35.1
interpolation,2019-04-14T07:51:16.000+0000,cooling_temperature,19.985915492957744
interpolation,2019-04-14T07:51:16.000+0000,heating_temperature,34.75228377065112
interpolation,2019-04-14T08:51:16.000+0000,cooling_temperature,20.342052313883297
interpolation,2019-04-14T08:51:16.000+0000,heating_temperature,34.40242954324587
MICDEV001,2019-04-14T08:51:41.000+0000,heating_temperature,34.4
interpolation,2019-04-14T09:51:16.000+0000,cooling_temperature,20.698189134808853
interpolation,2019-04-14T09:51:16.000+0000,heating_temperature,34.598500832870634
MICDEV001,2019-04-14T09:51:43.000+0000,heating_temperature,34.6
MICDEV001,2019-04-14T10:25:16.000+0000,cooling_temperature,20.9
MICDEV001,2019-04-14T10:25:16.000+0000,heating_temperature,34.2
MICDEV001,2019-04-14T10:43:38.000+0000,cooling_temperature,20.399999999999995
MICDEV001,2019-04-14T10:43:38.000+0000,heating_temperature,34.49999999999999
interpolation,2019-04-14T10:51:16.000+0000,cooling_temperature,22.02498509242695
interpolation,2019-04-14T10:51:16.000+0000,heating_temperature,34.41806797853309
MICDEV001,2019-04-14T11:39:32.000+0000,cooling_temperature,32.3
MICDEV001,2019-04-14T11:39:32.000+0000,heating_temperature,33.9
interpolation,2019-04-14T11:51:16.000+0000,cooling_temperature,32.39336870026525
interpolation,2019-04-14T11:51:16.000+0000,heating_temperature,34.00039613373475
MICDEV001,2019-04-14T11:52:06.000+0000,cooling_temperature,32.4
MICDEV001,2019-04-14T11:58:19.000+0000,cooling_temperature,31.7
interpolation,2019-04-14T12:51:16.000+0000,cooling_temperature,21.465451388888887
interpolation,2019-04-14T12:51:16.000+0000,heating_temperature,34.513785453969255
MICDEV001,2019-04-14T13:24:43.000+0000,cooling_temperature,15.0
MICDEV001,2019-04-14T13:24:43.000+0000,heating_temperature,34.8
interpolation,2019-04-14T13:51:16.000+0000,cooling_temperature,15.720814479638008
interpolation,2019-04-14T13:51:16.000+0000,heating_temperature,34.6918778280543
MICDEV001,2019-04-14T14:38:23.000+0000,cooling_temperature,17.0
MICDEV001,2019-04-14T14:38:23.000+0000,heating_temperature,34.5
interpolation,2019-04-14T14:51:16.000+0000,cooling_temperature,25.453782771535586
interpolation,2019-04-14T14:51:16.000+0000,heating_temperature,33.28404494382023
MICDEV001,2019-04-14T15:00:38.000+0000,cooling_temperature,31.6
MICDEV001,2019-04-14T15:00:38.000+0000,heating_temperature,32.4
interpolation,2019-04-14T15:51:16.000+0000,cooling_temperature,17.599222654081068
interpolation,2019-04-14T15:51:16.000+0000,heating_temperature,33.496446418656305
MICDEV001,2019-04-14T16:00:40.000+0000,cooling_temperature,15.0
MICDEV001,2019-04-14T16:00:40.000+0000,heating_temperature,33.7
interpolation,2019-04-14T16:51:16.000+0000,cooling_temperature,15.028098102730219
interpolation,2019-04-14T16:51:16.000+0000,heating_temperature,34.71143808995003
MICDEV001,2019-04-14T17:00:42.000+0000,heating_temperature,34.9
interpolation,2019-04-14T17:51:16.000+0000,cooling_temperature,15.061416011105969
interpolation,2019-04-14T17:51:16.000+0000,heating_temperature,35.57403499028048
MICDEV001,2019-04-14T18:00:43.000+0000,heating_temperature,35.7
interpolation,2019-04-14T18:51:16.000+0000,cooling_temperature,15.09473391948172
interpolation,2019-04-14T18:51:16.000+0000,heating_temperature,36.036812881732374
MICDEV001,2019-04-14T19:00:45.000+0000,cooling_temperature,15.1
MICDEV001,2019-04-14T19:00:45.000+0000,heating_temperature,36.1
